This is BUFR local table B version 1 for OPERA radar encoding
By Helmut Paulitsch, 2003/06/05
0;33;213;Qualite du parametre technologi que(deuxieme variable du premierbloc de donnees capteurs des plates-formes argos);Code table;0;0;2
0;33;214;Qualite de la mesure de la temperature de l'eau en surface;Code table;0;0;2
0;33;215;Valeur de la mesure de la temperrature de l'air;Code table;0;0;2
0;33;216;Qualite des transmissions entre la bouee et le satellite;Code table;0;0;2
0;33;217;Qualite de la position;Code table;0;0;2
0;33;218;Indicateur controle de qualite  des donnees relatives a la posi tion;Code table;0;0;3
0;33;219;Indicateur controle de qualite  des donnees relatives a l'heure;Code table;0;0;3
0;33;220;Indicateur controle de qualite  des donnees meteorologiques;Code table;0;0;3
0;33;221;Indicateur de position du groupe;Code table;0;0;4
0;33;222;Indicateur controle de qualite  des donnees marines;Code table;0;0;3
0;33;223;Indicateur de controle de quali te des donnees relatives aux profils de temperature et de salinite;Code table;0;0;3
0;33;224;Indicateur controle de qualite  des donnees relatives aux pro   fils des courants;Code table;0;0;3
0;25;196;Methode de cumul;Code table;0;0;8
0;25;197;Nombre d'images prises en compte;Numeric;0;0;24
0;25;193;Numero de version logicielle du calculateur;Numeric;2;0;16
0;06;193;Distance d application de la correction en 1/r2;m;-3;0;16
0;02;198;Indicateur d arret ou de panne;Code table;0;0;8
0;02;194;Indicateur du dernier etalonnage;Code table;0;0;8
0;02;195;Frequence du dernier etalonnage;Hz;-6;0;16
0;02;196;Reglage bas du dernier etalonnage;Numeric;0;0;16
0;02;197;Reglage haut du dernier etalonnage;Numeric;0;0;16
0;02;199;Constante radar;dB;1;-1000;16
0;21;192;Reflectivite minimale pour la valeur du pixel;dB;1;0;16
0;21;193;Reflectivite maximale pour la valeur du pixel;dB;1;0;16
0;21;194;Reflectivite theorique;BZ;1;0;16
0;02;200;Indicateur de fonctionnement de l eliminateur echos fixes;Code table;0;0;2
0;02;201;Indicateur de positionnement en site inhibe;Code table;0;0;2
0;06;194;Portee de debut de traitement d un site;m;-3;0;16
0;06;195;Portee de fin de traitement d un site;m;-3;0;16
0;06;198;Longitude du meridien parallele a l'axe des y;degre;5;-18000000;26
0;05;194;Indicateur du centre de projection;Code Table;0;0;8
0;30;192;Mode de balayage;Code table;0;0;8
0;05;195;Latitude de reference;degre;5;-9000000;25
0;05;192;Distance w-e du coin nw de l image au radar;m;0;-1024000;24
0;06;192;Distance n-s du coin nw de l image au radar;m;0;-1024000;24
0;25;210;Facteur de correction global (pluie pluviometre)/(pluie radar);Numeric;2;0;10
0;06;199;Portee hydrologique utile;m;-3;0;10
0;48;192;Bit de calage;Numeric;0;0;1
0;49;193;Cq arret panne;Code table;0;0;4
0;49;194;Cq etalonnage;Code table;0;0;4
0;49;195;Cq eliminateur echos fixes;Code table;0;0;4
0;49;196;Cq controle temporel;Code table;0;0;4
0;49;197;Cq controle spatial;Code table;0;0;4
0;49;198;Cq controle de coherence echos fixes;Code table;0;0;4
0;49;199;Cq comparaison avec les donnees satellitaires;Code table;0;0;4
0;49;211;Cptq images emises par le calculateur radar;Code table;0;0;16
0;49;212;Cptq images recues par le concentrateur;Code table;0;0;16
0;49;213;Cptq images emises par le concentrateur radar;Code table;0;0;16
0;49;214;Cptq images recues par le systeme de diffusion;Code table;0;0;16
0;49;215;Cptq images emises par le systeme de diffusion;Code table;0;0;16
0;49;216;Cptq images recues par la machine d'archivage;Code table;0;0;16
0;31;192;Facteur super elargi de repetition differe du descripteur;Numeric;0;0;32
